Subject,WMC,gF,AC,SuS_AC
19139,-0.5162926059692885,0.6089912930724882,-0.27506828500934133,-0.2959477022652683
19141,0.633691114805308,0.554189871882392,0.7471630318081003,0.16379993997062303
19142,0.8270250887468178,0.9715467553888116,1.2177605960065776,1.5252581359244564
19143,-0.07597732554964282,-0.4189021237899286,0.03630239574923335,0.7556101736617787
19146,0.6037766222088691,0.9252449612221502,0.6066090248630113,0.08711641928904046
19147,-0.9604811920613336,-0.8336474463891229,-1.3541087349454435,0.7676555319809325
19148,0.46004458625485833,0.6894293857941439,0.986439712938977,0.5253357273464024
19150,-0.46797653021100566,-0.8246206655251846,-1.2351680266041167,-1.7877249823407655
19152,0.1489387403248523,-0.6664938314503536,-1.1068809652432015,-0.7328871289605742
19153,-0.995211928188977,-0.3843764618556859,-0.9269672893924534,0.7787726718856206
19154,1.5624035333574178,0.036256926859717965,-0.052807432378020665,-0.43696038857049274
19155,0.08964786213128118,0.4050898186714993,0.5421102199239997,0.7642441253715603
19156,0.06635468850478125,0.26618443617151477,-0.19602557512835275,0.8176010688069001
19158,-0.48471051403630305,-2.289619571309371,-2.0065523277706245,-0.241907417675973
19159,1.894424757701343,0.7958935134266075,1.1310124111040352,-0.053391815125719035
19160,0.8214205785064416,-0.43015110218184377,-1.8691163453333992,-1.7223783780517388
19161,0.6079420751330898,0.8049202942905459,0.9544175387570165,-0.1926262711462511
19162,-0.15975027497600422,-1.418157944834312,-0.7816825584684901,-2.491219439246528
19163,0.6254412319153914,-0.2550250140601433,-0.3762136256388003,-0.42998058976895
19164,0.4563998226028498,0.46419784445629425,0.9946080561031675,0.3800440756102099
19165,0.13508434719455942,0.2890717563345937,0.5692913458771212,-0.3053645303052845
19166,0.9120259711960385,1.352155779433012,0.3810537678840699,1.0515493931367101
19167,0.4799605736663093,-0.12775797333132244,-0.7550825045500229,-0.25365437954740394
19169,-1.219128603061004,0.749591719259946,0.07728664946463039,1.1530946742105723
19170,-0.37396059191486436,-0.3934032427196242,-1.41980679602501,0.12904073307359282
19172,-0.6552083983920949,-0.2118619346412107,0.3849496816428796,-0.26760565477956827
19173,-0.9602526500409428,0.007481540580429565,-0.019479700191304294,-1.6605052198351575
19175,0.46829446914477496,0.15972030853905114,0.46215910415911415,-0.31307650983108093
19176,0.19798095362357038,-0.3412133824367533,0.3055346022822527,-0.9179147232739154
19177,0.30508611209300046,0.9342717420860884,0.6532284466616058,0.0022083192352356415
19179,0.8559345362234364,0.024480794627299126,-0.5378061140829885,-0.04025729930837202
19180,-1.6956310946515432,-0.12775797333132244,-1.1630235453246531,0.0030835188584548514
19182,-0.028124009857215082,-0.035681538838503,1.085551171595175,0.8612997852631422
19184,1.124276541546531,0.5685775650220362,2.2377197867392997,-1.0229261921617538
19185,-0.7692289898169289,-1.7285235468677647,-1.0059649636430468,-1.2502178256591632
19188,-0.18089419541031437,-0.6063314979845514,-0.31855716848268845,1.3052840542250324
19189,-1.1569638101975015,-0.5834441778214725,-0.9454807037570704,0.4201463176915506
19193,-1.1059618503104156,-0.6467452260350036,-0.40585810840129816,-0.13515137996079354
19194,-0.8509592029627541,-1.107265188960356,-0.3168629497886956,0.9163981711693868
19196,-1.0656266039423963,0.8884971017599307,0.16753006162775672,-0.006854860645001422
19197,-0.002374970184996892,0.015454013763360789,-0.24164651978226004,-0.16288078362982483
19198,-0.12114623317596133,-0.16556014047454917,-1.521831982504929,0.2511279853920974
19199,0.6897943133876524,-0.3699887687160417,-1.4835608620047465,-0.8284510356303872
19201,1.0346705398594025,0.7527304340076749,0.36818344516179974,-0.7805961093643495
19202,0.7572960390545713,0.6984561666580823,0.919305516615517,0.3738613591449838
19203,1.2590904862765468,0.021869233720073728,-0.7310194031047642,-0.7917821745868098
19204,-1.62898320765887,-0.40779093585926834,-0.9100413477663277,0.4962363065536585
19207,0.9911938013844918,-0.5312543175386016,0.1924604951060923,-0.5715649983830409
19208,0.024334425073120697,-1.6215322653947972,-0.08838189525994837,0.6451830155344492
19209,-0.48225464799058493,-0.22624962778085486,-0.21931474910224003,-1.3862558684278838
19211,-0.40795951447699924,0.48447360371214776,0.9074707831091802,1.4063585269542405
19212,-1.0127110849712786,-0.804344906269331,-1.6324181346178508,-0.6197255619320208
19213,-0.5791892123982995,-0.5584180488234611,-1.075038749195462,-0.3948796580977576
19216,0.6137751273938571,-1.1903148425892371,-0.28274940479188326,-1.0909796386709396
19217,-2.17819518052324,0.2975713833580285,-0.41515985121400184,-0.31202495048571566
19218,-0.699416950432514,-0.266663355831307,0.7671744761290776,0.5932382608128762
19219,0.6698783259762013,0.6058525783247592,0.7586214340552249,1.290922416212992
19220,-0.1898758918657395,-0.7500706389197381,-0.14088626154757655,0.355399692570193
19221,0.4578562976460998,-0.5605568576583936,0.8147473394419636,0.7861098706013109
19222,-0.5488350534881733,-0.9544992671612308,0.23193879530597875,-0.9675266503123565
19223,0.8236088671152002,1.4410934991781026,0.8678327777642464,-0.5687081739468072
19224,-0.5709393295083828,0.7357311799608054,0.5399006013000339,0.009021362794565724
19225,-0.40276142249863967,-0.024959714287091355,-1.559194697121215,-0.09130792826344508
19227,0.2701268339449662,-0.47592574250800174,0.07707794690961385,1.1253290530663083
19230,-0.2960206947492701,-0.16556014047454917,0.19981824281896607,0.6824040071065397
19235,-0.280005284817045,0.3124862303381763,-0.40606681095631486,-0.9777145358889928
19237,0.7305866437964538,0.597880105141828,-0.06588645765530722,0.08963184540981485
19238,-1.1059618503104156,-0.25763657496736864,-0.84329185035253,-0.16868479263212724
