Method,DDM_Variable,EEG_Feature,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Pearson_FDR,Spearman_FDR
Load/NoLoad,NoLoad_a,frontal_abs_beta,184,0.1053,0.15503244480627434,0.0849,0.2515981046446433,0.6683713842402715,0.8233741004144801
Load/NoLoad,NoLoad_a,frontal_rel_beta,184,0.0279,0.7068233492324911,0.0437,0.5554156417105376,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,frontal_abs_gamma,184,0.1759,0.016948735089886754,0.1649,0.02531549955629734,0.19279186164746182,0.3571864133093911
Load/NoLoad,NoLoad_a,frontal_rel_gamma,184,0.0889,0.23022763361204113,0.1006,0.17441890448351602,0.7224384365067498,0.721460013999998
Load/NoLoad,NoLoad_a,frontal_theta_beta_ratio,184,0.013,0.8614273005989546,-0.0529,0.47592620883083603,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,frontal_peak_alpha_freq,184,-0.002,0.9782479039669251,0.0331,0.655136690516219,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,frontal_spectral_entropy,184,0.0275,0.7108638122060836,0.0328,0.658874725188791,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_abs_delta,184,-0.0122,0.8699438257080478,0.0694,0.34929124147334256,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_rel_delta,184,-0.0975,0.18809230751660297,-0.0515,0.48765594783035293,0.6683713842402715,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_abs_theta,184,0.1389,0.060126495361779046,0.1033,0.16284356574791947,0.4559592564934911,0.721460013999998
Load/NoLoad,NoLoad_a,posterior_rel_theta,184,0.0901,0.2237128261458989,-0.0085,0.9085291794551712,0.7224384365067498,0.9788763277171468
Load/NoLoad,NoLoad_a,posterior_abs_alpha,184,0.0007,0.9924962707894092,0.0504,0.4971137505758667,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_rel_alpha,184,0.0018,0.9806912964374037,-0.0388,0.6009667003102414,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_abs_beta,184,0.1477,0.04536911899716167,0.1626,0.02747587794687624,0.3753263480674284,0.3571864133093911
Load/NoLoad,NoLoad_a,posterior_rel_beta,184,0.0683,0.35664100193748055,0.0571,0.4413975384528048,0.7897620966479008,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_abs_gamma,184,0.1264,0.0873061987566022,0.2285,0.001812115019309832,0.525492123588474,0.08245123337859735
Load/NoLoad,NoLoad_a,posterior_rel_gamma,184,0.0466,0.5297013705431924,0.0349,0.638363824779197,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_theta_beta_ratio,184,0.0674,0.3632837523765641,-0.0645,0.38435454075333597,0.7897620966479008,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_peak_alpha_freq,184,0.0092,0.9012558712046269,0.0361,0.6270731190112981,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,posterior_spectral_entropy,184,0.036,0.6278538388050835,0.0124,0.8675656519621032,0.9444229250345687,0.9627862722994072
Load/NoLoad,NoLoad_a,central_abs_delta,184,0.0324,0.6624465044734196,0.0385,0.603935186055393,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,central_rel_delta,184,-0.0541,0.46600235297743153,-0.0224,0.7628928761985635,0.8668309688757992,0.9575255533370097
Load/NoLoad,NoLoad_a,central_abs_theta,184,0.0399,0.5906256459957258,0.0284,0.7016375364995173,0.9444229250345687,0.9481964622854381
Load/NoLoad,NoLoad_a,central_rel_theta,184,0.0236,0.7504495008388695,-0.0778,0.29381508429977476,0.9444229250345687,0.8355366459774844
Load/NoLoad,NoLoad_a,central_abs_alpha,184,0.0214,0.7729373705700936,0.0368,0.6195707118662839,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,central_rel_alpha,184,-0.0086,0.9079117217019675,0.003,0.9681194449949804,0.9978505916582245,0.9788763277171468
Load/NoLoad,NoLoad_a,central_abs_beta,184,0.1148,0.12058802395643238,0.0846,0.25338297284965455,0.5656357887427593,0.8233741004144801
Load/NoLoad,NoLoad_a,central_rel_beta,184,0.0678,0.3607315499749319,0.0914,0.21709338712515042,0.7897620966479008,0.8231457595161953
Load/NoLoad,NoLoad_a,central_abs_gamma,184,0.1825,0.013155426719996451,0.2096,0.004290013533148353,0.17102054735995384,0.13013041050550003
Load/NoLoad,NoLoad_a,central_rel_gamma,184,0.0914,0.21701173115991415,0.1451,0.04931684005544813,0.7224384365067498,0.46408007143985597
Load/NoLoad,NoLoad_a,central_theta_beta_ratio,184,-0.0869,0.24071398964563898,-0.101,0.17257604608097307,0.7301657685917716,0.721460013999998
Load/NoLoad,NoLoad_a,central_peak_alpha_freq,184,0.0027,0.9707665636714861,0.0501,0.4994972771667978,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,central_spectral_entropy,184,0.0795,0.28322323500374835,0.0853,0.24959652164481683,0.7395792216060035,0.8233741004144801
Load/NoLoad,NoLoad_a,left_temporal_abs_delta,184,0.021,0.7771801837946364,0.0483,0.5153421484200882,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,left_temporal_rel_delta,184,-0.0422,0.5694615153438278,-0.0038,0.958914380185294,0.9444229250345687,0.9788763277171468
Load/NoLoad,NoLoad_a,left_temporal_abs_theta,184,0.0046,0.9510849220498029,-0.0044,0.9523809755127848,0.9978505916582245,0.9788763277171468
Load/NoLoad,NoLoad_a,left_temporal_rel_theta,184,-0.054,0.4667551370869688,-0.0938,0.205436613972096,0.8668309688757992,0.8128144291939451
Load/NoLoad,NoLoad_a,left_temporal_abs_alpha,184,0.0189,0.7987229604232545,0.0172,0.817258558085098,0.9563656499804758,0.9627862722994072
Load/NoLoad,NoLoad_a,left_temporal_rel_alpha,184,-0.0343,0.6437332712370418,-0.013,0.8609530907621452,0.9444229250345687,0.9627862722994072
Load/NoLoad,NoLoad_a,left_temporal_abs_beta,184,0.1913,0.00927348227540002,0.0518,0.4846603232565413,0.14064781451023364,0.9311356610873479
Load/NoLoad,NoLoad_a,left_temporal_rel_beta,184,0.1036,0.16173487390458532,0.1083,0.1434694278829504,0.6683713842402715,0.721460013999998
Load/NoLoad,NoLoad_a,left_temporal_abs_gamma,184,0.2882,7.260892144544944e-05,0.1361,0.06551814971700892,0.006607411851535898,0.48000017104859416
Load/NoLoad,NoLoad_a,left_temporal_rel_gamma,184,0.2096,0.004291606290593428,0.113,0.12673908457481659,0.11799081208333,0.721460013999998
Load/NoLoad,NoLoad_a,left_temporal_theta_beta_ratio,184,-0.0984,0.1840444386313873,-0.1216,0.10016654404712319,0.6683713842402715,0.6510825363063008
Load/NoLoad,NoLoad_a,left_temporal_peak_alpha_freq,184,0.0327,0.6592522711232246,0.0377,0.6116168332463066,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,left_temporal_spectral_entropy,184,0.1244,0.09239421953203938,0.063,0.3953181446124321,0.525492123588474,0.9311356610873479
Load/NoLoad,NoLoad_a,right_temporal_abs_delta,184,0.0108,0.8845169612159101,0.055,0.45851266123444057,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,right_temporal_rel_delta,184,-0.0439,0.5541633921845693,-0.0158,0.8310390371837739,0.9444229250345687,0.9627862722994072
Load/NoLoad,NoLoad_a,right_temporal_abs_theta,184,-0.0244,0.7424637858531944,0.0212,0.7753131617045549,0.9444229250345687,0.9575255533370097
Load/NoLoad,NoLoad_a,right_temporal_rel_theta,184,-0.056,0.45012173115827336,-0.1071,0.1479493517780263,0.8668309688757992,0.721460013999998
Load/NoLoad,NoLoad_a,right_temporal_abs_alpha,184,0.0079,0.9153911475674245,0.0132,0.8584248871233302,0.9978505916582245,0.9627862722994072
Load/NoLoad,NoLoad_a,right_temporal_rel_alpha,184,-0.0518,0.4846685873713081,-0.0456,0.5383446905361554,0.8820968290157807,0.9311356610873479
Load/NoLoad,NoLoad_a,right_temporal_abs_beta,184,0.2053,0.005186409322344176,0.1346,0.06857145300694202,0.11799081208333,0.48000017104859416
Load/NoLoad,NoLoad_a,right_temporal_rel_beta,184,0.1319,0.07428702176515997,0.1101,0.13693713188116713,0.4828656414735398,0.721460013999998
Load/NoLoad,NoLoad_a,right_temporal_abs_gamma,184,0.2229,0.0023567059627633107,0.234,0.0013872950707340226,0.10723012130573063,0.08245123337859735
Load/NoLoad,NoLoad_a,right_temporal_rel_gamma,184,0.1961,0.007627092086596935,0.1757,0.017045693219939206,0.1388130759760642,0.31023161660289356
Load/NoLoad,NoLoad_a,right_temporal_theta_beta_ratio,184,-0.1172,0.11298399878210286,-0.1483,0.0445539279895451,0.5656357887427593,0.46408007143985597
Load/NoLoad,NoLoad_a,right_temporal_peak_alpha_freq,184,-0.0598,0.4203938162270304,-0.006,0.9361008654275402,0.8668309688757992,0.9788763277171468
Load/NoLoad,NoLoad_a,right_temporal_spectral_entropy,184,0.1137,0.12431555796544161,0.063,0.39547735404007944,0.5656357887427593,0.9311356610873479
Load/NoLoad,NoLoad_a,occipital_abs_delta,184,0.0066,0.9290931718185858,0.0318,0.6684901100749382,0.9978505916582245,0.9311356610873479
Load/NoLoad,NoLoad_a,occipital_rel_delta,184,-0.0569,0.4429471720677696,-0.0204,0.7833992947593518,0.8668309688757992,0.9575255533370097
Load/NoLoad,NoLoad_a,occipital_abs_theta,184,0.132,0.0741338829239607,0.042,0.5716309236505761,0.4828656414735398,0.9311356610873479
Load/NoLoad,NoLoad_a,occipital_rel_theta,184,0.0705,0.3417451517951518,-0.0126,0.8647276281159127,0.7897620966479008,0.9627862722994072
Load/NoLoad,NoLoad_a,occipital_abs_alpha,184,0.0278,0.7081385304429247,0.0015,0.9833940748529626,0.9444229250345687,0.9833940748529626
Load/NoLoad,NoLoad_a,occipital_rel_alpha,184,-0.0337,0.6494344357295926,-0.0556,0.4531063117238706,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,occipital_abs_beta,184,0.101,0.17265045862350248,0.1367,0.06423811425955178,0.6683713842402715,0.48000017104859416
Load/NoLoad,NoLoad_a,occipital_rel_beta,184,0.0793,0.28445354677153983,0.0787,0.28839367300112256,0.7395792216060035,0.8355366459774844
Load/NoLoad,NoLoad_a,occipital_abs_gamma,184,0.037,0.6184943651055027,0.1441,0.05099781004833582,0.9444229250345687,0.46408007143985597
Load/NoLoad,NoLoad_a,occipital_rel_gamma,184,0.0672,0.3645055830682619,0.0573,0.4395476077332042,0.7897620966479008,0.9311356610873479
Load/NoLoad,NoLoad_a,occipital_theta_beta_ratio,184,0.0381,0.608050139598849,-0.0858,0.2471154258503222,0.9444229250345687,0.8233741004144801
Load/NoLoad,NoLoad_a,occipital_peak_alpha_freq,184,0.0151,0.8383672544215409,0.0072,0.9226645317798552,0.9907976643163665,0.9788763277171468
Load/NoLoad,NoLoad_a,occipital_spectral_entropy,184,0.0813,0.27263937378699166,0.0416,0.5747092473994533,0.7395792216060035,0.9311356610873479
Load/NoLoad,NoLoad_a,prefrontal_abs_delta,184,0.15,0.04210553841966898,0.0799,0.2808934665395805,0.3753263480674284,0.8355366459774844
Load/NoLoad,NoLoad_a,prefrontal_rel_delta,184,0.0261,0.724908167692858,0.0251,0.7350252391550276,0.9444229250345687,0.9575255533370097
Load/NoLoad,NoLoad_a,prefrontal_abs_theta,184,0.0723,0.32911510309642766,0.0277,0.7085424113781296,0.7897620966479008,0.9481964622854381
Load/NoLoad,NoLoad_a,prefrontal_rel_theta,184,-0.0582,0.4322739563095789,-0.1007,0.1739961637162794,0.8668309688757992,0.721460013999998
Load/NoLoad,NoLoad_a,prefrontal_abs_alpha,184,0.021,0.7776987666575886,0.041,0.5808713157705946,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,prefrontal_rel_alpha,184,-0.0233,0.753796888343917,-0.0427,0.5646542211122831,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,prefrontal_abs_beta,184,0.1185,0.10906323194759113,0.083,0.262393944088131,0.5656357887427593,0.8233741004144801
Load/NoLoad,NoLoad_a,prefrontal_rel_beta,184,-0.0217,0.7703864430128521,-0.0043,0.9539106815691217,0.9444229250345687,0.9788763277171468
Load/NoLoad,NoLoad_a,prefrontal_abs_gamma,184,0.1708,0.020459937562925034,0.1802,0.01438685196882806,0.20687270202513092,0.31023161660289356
Load/NoLoad,NoLoad_a,prefrontal_rel_gamma,184,0.0818,0.2695579416363933,0.064,0.3882078595521111,0.7395792216060035,0.9311356610873479
Load/NoLoad,NoLoad_a,prefrontal_theta_beta_ratio,184,-0.0313,0.6731013503479735,-0.0377,0.6113483765969363,0.9444229250345687,0.9311356610873479
Load/NoLoad,NoLoad_a,prefrontal_peak_alpha_freq,184,-0.0838,0.2581772593012712,-0.0659,0.37425591832670346,0.7395792216060035,0.9311356610873479
Load/NoLoad,NoLoad_a,prefrontal_spectral_entropy,184,-0.0337,0.6497550113317505,-0.0094,0.8987234901419776,0.9444229250345687,0.9788763277171468
Load/NoLoad,NoLoad_v,frontal_abs_delta,184,0.032,0.6659826182549476,0.0273,0.7125070862832406,0.9182487615333369,0.8881937650928067
Load/NoLoad,NoLoad_v,frontal_rel_delta,184,-0.0099,0.8935130174479848,0.0022,0.9759005416618183,0.9429304149894417,0.9767077662820338
Load/NoLoad,NoLoad_v,frontal_abs_theta,184,0.0695,0.34860961137685004,0.0688,0.3532346143512479,0.7149490247556929,0.7653416644277038
Load/NoLoad,NoLoad_v,frontal_rel_theta,184,0.106,0.15219629051199474,0.1052,0.15520878576567074,0.52524956921936,0.5855525069424975
Load/NoLoad,NoLoad_v,frontal_abs_alpha,184,0.0151,0.8386763833442062,0.0189,0.7990790156426315,0.9429304149894417,0.933147953419857
Load/NoLoad,NoLoad_v,frontal_rel_alpha,184,0.0342,0.6445945960173363,0.0155,0.8349280921554478,0.9100003971059013,0.9380056343968612
Load/NoLoad,NoLoad_v,frontal_abs_beta,184,-0.0961,0.19427338450782958,-0.1337,0.0703285703994969,0.5524649371941404,0.4818348825379464
Load/NoLoad,NoLoad_v,frontal_rel_beta,184,-0.1291,0.08081058453573761,-0.1351,0.06749104959852045,0.35017919965486294,0.4818348825379464
Load/NoLoad,NoLoad_v,frontal_abs_gamma,184,-0.1495,0.042811457457488294,-0.065,0.38100553346099586,0.24349016428946466,0.779696945278572
Load/NoLoad,NoLoad_v,frontal_rel_gamma,184,-0.141,0.05629130095117151,-0.1074,0.14684507779836578,0.30132402273862396,0.5855525069424975
Load/NoLoad,NoLoad_v,frontal_theta_beta_ratio,184,0.1664,0.02396535286450857,0.1648,0.025410990879500425,0.218084711067028,0.3451343926041782
Load/NoLoad,NoLoad_v,frontal_peak_alpha_freq,184,-0.0306,0.6799256974270348,0.0086,0.9073403945876359,0.9234811711322413,0.9490571943387915
Load/NoLoad,NoLoad_v,frontal_spectral_entropy,184,-0.0632,0.3941164314809017,-0.0459,0.5361329774539858,0.779665114451349,0.8221612633833553
Load/NoLoad,NoLoad_v,posterior_abs_delta,184,0.0841,0.25647803539070496,0.1008,0.17345021473418692,0.6014600687764131,0.5927152450930252
Load/NoLoad,NoLoad_v,posterior_rel_delta,184,0.0183,0.8051752063292157,0.017,0.8184889108970009,0.9429304149894417,0.9380056343968612
Load/NoLoad,NoLoad_v,posterior_abs_theta,184,0.039,0.5987820931768129,0.0813,0.27243026239342166,0.9100003971059013,0.7113152932496906
Load/NoLoad,NoLoad_v,posterior_rel_theta,184,0.0438,0.5546682163075749,0.0346,0.6413175159974192,0.873894398404641,0.873039295438629
Load/NoLoad,NoLoad_v,posterior_abs_alpha,184,0.0436,0.5569876385436173,0.0372,0.6164223029871194,0.873894398404641,0.873039295438629
Load/NoLoad,NoLoad_v,posterior_rel_alpha,184,0.0162,0.8272847810799118,0.0022,0.9767077662820338,0.9429304149894417,0.9767077662820338
Load/NoLoad,NoLoad_v,posterior_abs_beta,184,-0.044,0.5527249563462144,-0.0442,0.5511190886415898,0.873894398404641,0.8221612633833553
Load/NoLoad,NoLoad_v,posterior_rel_beta,184,-0.117,0.11374112225697135,-0.1038,0.16086607333585098,0.43126842189101633,0.5855525069424975
Load/NoLoad,NoLoad_v,posterior_abs_gamma,184,-0.0266,0.7199620403760971,-0.0533,0.4723444691927453,0.9429304149894417,0.8071850425524121
Load/NoLoad,NoLoad_v,posterior_rel_gamma,184,-0.0815,0.2712513179487624,-0.107,0.14843398615113215,0.6061694312054615,0.5855525069424975
Load/NoLoad,NoLoad_v,posterior_theta_beta_ratio,184,0.1021,0.16792540330044742,0.1071,0.1479933598407816,0.52524956921936,0.5855525069424975
Load/NoLoad,NoLoad_v,posterior_peak_alpha_freq,184,-0.0476,0.5208583074472262,-0.005,0.9463697164962999,0.873894398404641,0.9767077662820338
Load/NoLoad,NoLoad_v,posterior_spectral_entropy,184,-0.0571,0.4414675783227607,-0.0725,0.3278368496734304,0.8038633441744323,0.7634662649637475
Load/NoLoad,NoLoad_v,central_abs_delta,184,-0.0136,0.8541304697298868,0.0096,0.8966696824805338,0.9429304149894417,0.9490571943387915
Load/NoLoad,NoLoad_v,central_rel_delta,184,0.0237,0.7496976193768958,0.025,0.7363168166079064,0.9429304149894417,0.9054706798826957
Load/NoLoad,NoLoad_v,central_abs_theta,184,0.0702,0.3435268704896534,0.0568,0.4434839869416042,0.7149490247556929,0.8071850425524121
Load/NoLoad,NoLoad_v,central_rel_theta,184,0.1549,0.03574587907592954,0.1532,0.037926856330129474,0.2364787620857919,0.3451343926041782
Load/NoLoad,NoLoad_v,central_abs_alpha,184,-0.0187,0.8008983763390168,-0.0275,0.7113845860608263,0.9429304149894417,0.8881937650928067
Load/NoLoad,NoLoad_v,central_rel_alpha,184,0.0143,0.846931154819286,-0.0122,0.8695675810157422,0.9429304149894417,0.9420315461003873
Load/NoLoad,NoLoad_v,central_abs_beta,184,-0.1552,0.035349755727637176,-0.1772,0.01613420465950682,0.2364787620857919,0.2936425248030241
Load/NoLoad,NoLoad_v,central_rel_beta,184,-0.1821,0.013365855867529985,-0.2093,0.004346932731756806,0.20384765202181232,0.142440723780042
Load/NoLoad,NoLoad_v,central_abs_gamma,184,-0.1592,0.03086192143340338,-0.2076,0.004695848036704681,0.2364787620857919,0.142440723780042
Load/NoLoad,NoLoad_v,central_rel_gamma,184,-0.1779,0.015680588617062487,-0.1815,0.013684360073001674,0.20384765202181232,0.2936425248030241
Load/NoLoad,NoLoad_v,central_theta_beta_ratio,184,0.2705,0.00020440965850018468,0.2334,0.00142700283164757,0.018601278923516804,0.12985725767992887
Load/NoLoad,NoLoad_v,central_peak_alpha_freq,184,-0.034,0.6468958935385235,0.0088,0.9061421690112303,0.9100003971059013,0.9490571943387915
Load/NoLoad,NoLoad_v,central_spectral_entropy,184,-0.1373,0.06311741349323398,-0.1571,0.03319227009566158,0.3190935904380162,0.3451343926041782
Load/NoLoad,NoLoad_v,left_temporal_abs_delta,184,-0.1026,0.16567696648759597,-0.0718,0.33300213929545963,0.52524956921936,0.7634662649637475
Load/NoLoad,NoLoad_v,left_temporal_rel_delta,184,-0.0517,0.48573001251726505,-0.0573,0.4397786073963169,0.8666947282170808,0.8071850425524121
Load/NoLoad,NoLoad_v,left_temporal_abs_theta,184,0.0575,0.4381053126390342,0.0275,0.7112685007071833,0.8038633441744323,0.8881937650928067
Load/NoLoad,NoLoad_v,left_temporal_rel_theta,184,0.1698,0.021171402926970628,0.1165,0.1152858287516661,0.21406640737270302,0.5828339120223119
Load/NoLoad,NoLoad_v,left_temporal_abs_alpha,184,-0.0097,0.8963277143603514,0.0029,0.9690505491793231,0.9429304149894417,0.9767077662820338
Load/NoLoad,NoLoad_v,left_temporal_rel_alpha,184,0.0688,0.35354622103303496,0.0493,0.506451292507989,0.7149490247556929,0.8071850425524121
Load/NoLoad,NoLoad_v,left_temporal_abs_beta,184,-0.1194,0.10639873520444612,-0.0973,0.18888727590876625,0.4209689088523738,0.5927152450930252
Load/NoLoad,NoLoad_v,left_temporal_rel_beta,184,-0.1035,0.1622758310431471,-0.0719,0.33193637006809806,0.52524956921936,0.7634662649637475
Load/NoLoad,NoLoad_v,left_temporal_abs_gamma,184,-0.1818,0.013540543063782303,-0.1565,0.03387531158444712,0.20384765202181232,0.3451343926041782
Load/NoLoad,NoLoad_v,left_temporal_rel_gamma,184,-0.1876,0.010754405477243,-0.1197,0.10549507058661459,0.20384765202181232,0.5647089072577605
Load/NoLoad,NoLoad_v,left_temporal_theta_beta_ratio,184,0.2088,0.004441270850276887,0.0864,0.24330999878964082,0.13471854912506556,0.6919128090580411
Load/NoLoad,NoLoad_v,left_temporal_peak_alpha_freq,184,0.0354,0.6337136159827508,0.0811,0.27358280509603483,0.9100003971059013,0.7113152932496906
Load/NoLoad,NoLoad_v,left_temporal_spectral_entropy,184,-0.047,0.5260084260467093,-0.0484,0.514469587560878,0.873894398404641,0.8071850425524121
Load/NoLoad,NoLoad_v,right_temporal_abs_delta,184,-0.034,0.6469534529401685,0.0188,0.799841102931306,0.9100003971059013,0.933147953419857
Load/NoLoad,NoLoad_v,right_temporal_rel_delta,184,0.0098,0.8950167989111559,0.0143,0.8475540595951505,0.9429304149894417,0.9405782856482767
Load/NoLoad,NoLoad_v,right_temporal_abs_theta,184,0.0995,0.1789311719318699,0.0358,0.6297030551407325,0.52524956921936,0.873039295438629
